,Unnamed: 0,Event,Date,WeightClass,Winner,Result,Loser,Method,Method_Notes,Round,Time,ConvertedTime,isTitleBout,WinStreak,Winner_Pre_Elo,Loser_Pre_Elo,Loser_brokenStreak,Winner_Post_Elo,Loser_Post_Elo,K_Value,Winner_winStreak
5973,6101,/wiki/UFC_on_ESPN:_Whittaker_vs._Gastelum,2021-04-17,Bantamweight,Tony Gravely,def,Anthony Birchak,TKO,TKO (punch),2.0,1:31,91.0,False,0,1206.4534127126933,1158.1225351902574,0.0,1242.4476468807577,1124.1657105034042,78.80597982342863,2.0
5974,6102,/wiki/UFC_261,2021-04-24,Welterweight,Kamaru Usman,def,Jorge Masvidal,KO,KO (punch),2.0,1:02,62.0,True,0,1817.4651844672132,1489.9678826078741,0.0,1846.800458999611,1476.2143611788908,104.35956422860734,14.0
5975,6103,/wiki/UFC_261,2021-04-24,Women’s Strawweight,Rose Namajunas,def,Zhang Weili,KO,KO (head kick),1.0,1:18,78.0,False,0,1427.968502353754,1452.8563497730265,5.0,1491.8140047008312,1392.6247437852178,112.42371237354519,2.0
5976,6104,/wiki/UFC_261,2021-04-24,Women’s Flyweight,Valentina Shevchenko,def,Jéssica Andrade,TKO,TKO (elbows),2.0,3:19,199.0,True,0,1501.8169588410844,1415.50260931314,1.0,1548.338970593231,1382.706426766006,86.69871489761225,7.0
5977,6105,/wiki/UFC_261,2021-04-24,Middleweight,Uriah Hall,def,Chris Weidman,INJURY,TKO (leg injury),1.0,0:17,17.0,False,0,1397.9953806983276,1444.8321436165468,1.0,1447.2781909545258,1403.4533458034207,72.97871624378135,4.0
5978,6106,/wiki/UFC_261,2021-04-24,Light Heavyweight,Anthony Smith,def,Jimmy Crute,TKO,TKO (doctor stoppage),1.0,5:00,300.0,False,0,1414.2747498268573,1343.8777504380757,2.0,1447.6977233744476,1312.3466433177075,78.81701354328386,2.0
5979,6107,/wiki/UFC_261,2021-04-24,Welterweight,Randy Brown,def,Alex Oliveira,SUB,Submission (rear-naked choke),1.0,2:50,170.0,False,0,1298.4745992301987,1293.2108060751113,0.0,1341.4906753314328,1250.1947299738772,87.35552334380628,1.0
5980,6108,/wiki/UFC_261,2021-04-24,Welterweight,Dwight Grant,def,Stefan Sekulić,DECISION,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,300.0,False,0,1209.2013154188032,1172.7110604807815,0.0,1241.872320719996,1140.0400551795888,72.97871624378135,1.0
5981,6109,/wiki/UFC_261,2021-04-24,Middleweight,Brendan Allen,def,Karl Roberson,SUB,Submission (ankle lock),1.0,4:55,295.0,False,0,1296.159017847685,1250.1935894122691,0.0,1330.5266244936488,1215.8259827663053,79.14541776638089,1.0
5982,6110,/wiki/UFC_261,2021-04-24,Featherweight,Pat Sabatini,def,Tristan Connelly,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1200.0,1245.9841121637132,1.0,1244.594093630524,1201.3900185331893,78.81701354328386,1.0
5983,6111,/wiki/UFC_261,2021-04-24,Bantamweight,Danaa Batgerel,def,Kevin Natividad,TKO,TKO (punches),1.0,0:50,50.0,False,0,1216.665336218497,1152.458321276637,0.0,1257.9177767831034,1113.5409245175745,95.23722469813467,2.0
5984,6112,/wiki/UFC_261,2021-04-24,Lightweight,Kazula Vargas,def,Rong Zhu,UD,"Decision (unanimous) (30–26, 29–28, 29–28)",3.0,5:00,300.0,False,0,1161.424466665226,1200.0,0.0,1205.1905813028677,1156.2338853623583,78.81701354328386,1.0
5985,6113,/wiki/UFC_261,2021-04-24,Flyweight,Jeff Molina,def,Aori Qileng,UD,"Decision (unanimous) (29–28, 29–28, 29–27)",3.0,5:00,300.0,False,0,1200.0,1200.0,0.0,1239.408506771642,1160.591493228358,78.81701354328386,1.0
5986,6114,/wiki/UFC_261,2021-04-24,Women’s Strawweight,Ariane Carnelossi,def,Na Liang,TKO,TKO (punches),2.0,1:28,88.0,False,0,1152.851891228982,1200.0,0.0,1197.5756695771902,1155.2762216517917,78.81701354328386,1.0
5987,6115,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Light Heavyweight,Jiří Procházka,def,Dominick Reyes,KO,KO (spinning back elbow),2.0,4:29,269.0,False,0,1271.5645981796317,1448.3098391144395,0.0,1345.4367926227608,1378.6190896397893,94.885614305906,2.0
5988,6116,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Featherweight,Giga Chikadze,def,Cub Swanson,TKO,TKO (body kick and punches),1.0,1:03,63.0,False,0,1378.4025639545387,1374.1594790217655,2.0,1440.7931962967773,1327.5375690937462,94.39658844756019,6.0
5989,6117,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Light Heavyweight,Ion Cuțelaba,vs,Dustin Jacoby,DRAW,"Draw (split) (28–29, 29–28, 28–28)",3.0,5:00,300.0,False,0,1218.3657669872277,1249.770053324524,2.0,1221.655503819072,1246.4803164926798,72.98893408146616,0.0
5990,6118,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Middleweight,Sean Strickland,def,Krzysztof Jotko,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1402.2759826130243,1364.4784978463852,3.0,1444.131872901026,1329.3354852520943,78.82804880798345,4.0
5991,6119,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Bantamweight,Merab Dvalishvili,def,Cody Stamann,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1363.4205466046733,1329.1788934902047,0.0,1410.9838773230174,1293.6368058821909,78.82804880798345,6.0
5992,6120,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Women’s Strawweight,Luana Pinheiro,def,Randa Markos,DQ,DQ (illegal upkick),1.0,4:16,256.0,False,0,1200.0,1119.258608344105,0.0,1191.3629200694468,1127.8956882746581,75.66519499778659,1.0
5993,6121,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Featherweight,T.J. Brown,def,Kai Kamaka Iii,DECISION,"Decision (split) (27–30, 29–28, 29–28)",3.0,5:00,300.0,False,0,1120.0188716968746,1190.4801166192462,0.0,1163.814726971927,1146.684261344194,72.98893408146616,1.0
5994,6122,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Catchweight (128.5 lb),Luana Carolina,def,Poliana Botelho,DECISION,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,300.0,False,0,1177.984654693482,1237.8721793933626,0.0,1220.7081096225952,1195.1487244642494,72.98893408146616,1.0
5995,6123,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Women’s Strawweight,Loma Lookboonmee,def,Sam Hughes,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1231.3215062799252,1166.7055246882937,0.0,1265.4187113951132,1134.538350051324,78.82804880798345,2.0
5996,6124,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Middleweight,Andreas Michailidis,def,Kb Bhullar,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1160.8131338089956,1164.01962258727,0.0,1200.590900570421,1124.2418558258448,78.82804880798345,1.0
5997,6125,/wiki/UFC_on_ESPN:_Reyes_vs._Proch%C3%A1zka,2021-05-01,Featherweight,Felipe Colares,def,Luke Sanders,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1168.9830373095358,1199.74511077836,0.0,1211.8777031845768,1156.850444903319,78.82804880798345,1.0
5998,6126,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Women's Flyweight,Marina Rodriguez,def,Michelle Waterson,UD,"Decision (unanimous) (48–47, 49–46, 49–46)",5.0,5:00,300.0,False,0,1302.0462594859835,1300.3815981599723,1.0,1343.6307741057547,1261.150923990377,78.8390856177437,2.0
5999,6127,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Welterweight,Alex Morono,def,Donald Cerrone,TKO,TKO (punches),1.0,4:40,280.0,False,0,1260.6671065969192,1363.9595737578923,0.0,1312.3193263428197,1312.3073540119917,80.15307037803943,1.0
6000,6128,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Welterweight,Neil Magny,def,Geoff Neal,UD,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,300.0,False,0,1488.9001123381172,1387.37425007359,0.0,1517.1177189307618,1359.1566434809454,78.8390856177437,1.0
6001,6129,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Heavyweight,Marcos Rogério De Lima,def,Maurice Greene,UD,"Decision (unanimous) (30–26, 30–26, 30–27)",3.0,5:00,300.0,False,0,1226.2613541003925,1220.9319397320571,0.0,1265.0762766254916,1182.117017206958,78.8390856177437,1.0
6002,6130,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Catchweight (160.5 lb),Gregor Gillespie,def,Carlos Diego Ferreira,TKO,TKO (punches),2.0,4:51,291.0,False,0,1399.3343809503722,1468.631816502438,0.0,1446.5136838145634,1421.4525136382467,78.8390856177437,1.0
6003,6131,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Middleweight,Phil Hawes,def,Kyle Daukaus,UD,"Decision (unanimous) (30–26, 30–26, 29–27)",3.0,5:00,300.0,False,0,1294.8769530777115,1214.3110112682023,1.0,1329.078256734812,1183.8719727695368,78.8390856177437,3.0
6004,6132,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Featherweight,Michael Trizano,def,Ľudovít Klein,UD,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,300.0,False,0,1230.6954586895142,1263.2305098227257,1.0,1273.795629399593,1220.1303391126469,78.8390856177437,1.0
6005,6133,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Middleweight,Jun Yong Park,def,Tafon Nchukwi,MD,"Decision (majority) (30–25, 29–26, 28–28)",3.0,5:00,300.0,False,0,1227.7041524122124,1239.3093213688169,1.0,1270.0844292442084,1201.5910258615224,72.99915334976268,3.0
6006,6134,/wiki/UFC_on_ESPN:_Rodriguez_vs._Waterson,2021-05-08,Welterweight,Carlston Harris,def,Christian Aguilera,SUB,Technical Submission (anaconda choke),1.0,2:52,172.0,False,0,1200.0,1212.1512131624957,0.0,1245.1493884550919,1167.0018247074038,87.24858808363636,1.0
6007,6135,/wiki/UFC_262,2021-05-15,Lightweight,Charles Oliveira,def,Michael Chandler,TKO,TKO (punches),2.0,0:19,19.0,False,0,1645.298705450122,1272.3975694626135,1.0,1658.4506273277632,1264.1458909696603,78.85012397278093,9.0
6008,6136,/wiki/UFC_262,2021-05-15,Lightweight,Beneil Dariush,def,Tony Ferguson,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1551.0095486567204,1604.7108808548664,0.0,1615.510638868994,1559.2401574398739,78.85012397278093,7.0
6009,6137,/wiki/UFC_262,2021-05-15,Catchweight (137 lb),Rogério Bontorin,vs,Matt Schnell,NC,No Contest (overturned),3.0,5:00,300.0,False,0,1188.7468666093177,1302.0063906502694,1.0,1200.2425731303956,1290.5106841291915,73.00937404887124,0.0
6010,6138,/wiki/UFC_262,2021-05-15,Women's Flyweight,Katlyn Chookagian,def,Viviane Araújo,UD,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,300.0,False,0,1350.4455600867748,1314.9598156611987,2.0,1387.9825773857426,1279.5475351904743,78.85012397278093,2.0
6011,6139,/wiki/UFC_262,2021-05-15,Featherweight,Edson Barboza,def,Shane Burgos,KO,KO (punches),3.0,1:16,76.0,False,0,1354.1863131812456,1349.8827733487492,0.0,1403.8667157819211,1303.0144690084892,94.91218626353262,2.0
6012,6140,/wiki/UFC_262,2021-05-15,Middleweight,André Muniz,def,Ronaldo Souza,SUB,Technical Submission (armbar),1.0,3:59,239.0,False,0,1291.675335701463,1353.3315369948418,0.0,1346.4002799054304,1304.6265314733328,82.85833860806397,3.0
6013,6141,/wiki/UFC_262,2021-05-15,Featherweight,Lando Vannata,def,Mike Grundy,DECISION,"Decision (split) (29–28, 27–30, 30–27)",3.0,5:00,300.0,False,0,1203.926407268705,1212.580161189995,0.0,1241.34014702377,1175.1664214349298,73.00937404887124,1.0
6014,6142,/wiki/UFC_262,2021-05-15,Middleweight,Jordan Wright,def,Jamie Pickett,TKO,TKO (punches),1.0,1:04,64.0,False,0,1190.2846310289644,1160.6906786311831,0.0,1233.4543840566334,1117.5209256035141,94.3573150207612,1.0
6015,6143,/wiki/UFC_262,2021-05-15,Women's Flyweight,Andrea Lee,def,Antonina Shevchenko,SUB,Submission (triangle armbar),2.0,4:52,292.0,False,0,1184.9342890123298,1244.3146792697114,1.0,1231.0326576560003,1198.216310626041,78.85012397278093,1.0
6016,6144,/wiki/UFC_262,2021-05-15,Women's Flyweight,Priscila Cachoeira,def,Gina Mazany,TKO,TKO (punches),2.0,4:51,291.0,False,0,1165.8334694102296,1140.2529985759882,1.0,1204.5526892425753,1103.7254326964166,78.85012397278093,2.0
6017,6145,/wiki/UFC_262,2021-05-15,Featherweight,Tucker Lutz,def,Kevin Aguilar,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1200.0,1178.3736071026226,0.0,1236.9741834671643,1141.3994236354583,78.85012397278093,1.0
6018,6146,/wiki/UFC_262,2021-05-15,Lightweight,Christos Giagos,def,Sean Soriano,SUB,Technical Submission (brabo choke),2.0,0:59,59.0,False,0,1246.2214453695594,1097.6922996335613,0.0,1271.1607615359378,1074.164642872827,78.85012397278093,2.0
6019,6147,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Bantamweight,Rob Font,def,Cody Garbrandt,UD,"Decision (unanimous) (48–47, 50–45, 50–45)",5.0,5:00,300.0,False,0,1432.4335906335953,1402.4270000130343,1.0,1475.3501440746838,1366.3934341826102,78.86116387331151,4.0
6020,6148,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Women's Strawweight,Carla Esparza,def,Yan Xiaonan,TKO,TKO (punches),2.0,2:58,178.0,False,0,1376.5165154129566,1407.5703311684815,6.0,1430.7342637268653,1364.6247962940006,78.86116387331151,5.0
6021,6149,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Heavyweight,Jared Vanderaa,def,Justin Tafa,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1161.6304172238981,1157.19325244873,0.0,1200.5574512081694,1118.2662184644587,78.86116387331151,1.0
6022,6150,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Women's Featherweight,Norma Dumont,def,Felicia Spencer,DECISION,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,300.0,False,0,1191.71494053991,1247.7499517685173,0.0,1236.6034298516436,1205.4023203423535,73.01959617899215,2.0
6023,6151,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Featherweight,Ricardo Ramos,def,Bill Algeo,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1282.9627200459997,1217.032303026973,1.0,1314.9993760962034,1184.9956469767694,78.86116387331151,1.0
6024,6152,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Middleweight,Jack Hermansson,def,Edmen Shahbazyan,UD,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,5:00,300.0,False,0,1396.5561457327647,1360.5172463138717,0.0,1431.9112670481522,1325.1621249984842,78.86116387331151,1.0
6025,6153,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Heavyweight,Ben Rothwell,def,Chris Barnett,SUB,Submission (guillotine choke),2.0,2:07,127.0,False,0,1319.8415794610846,1200.0,0.0,1346.1862095631136,1173.655369897971,78.86116387331151,1.0
6026,6154,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Welterweight,Court Mcgee,def,Cláudio Silva,UD,"Decision (unanimous) (30–26, 30–26, 29–27)",3.0,5:00,300.0,False,0,1148.905712688588,1357.697024620647,0.0,1209.5391046847687,1297.0636326244662,78.86116387331151,1.0
6027,6155,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Flyweight,Bruno Gustavo Da Silva,def,Victor Rodriguez,KO,KO (punches),1.0,1:00,60.0,False,0,1174.7409861427573,1147.451041393198,0.0,1230.3812432890197,1094.9602327646485,113.91057003922775,2.0
6028,6156,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Featherweight,Joshua Culibao,def,Shayilan Nuerdanbieke,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1162.9796681011271,1200.0,0.0,1206.5958714179346,1156.3837966831925,78.86116387331151,1.0
6029,6157,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Catchweight (128.5 lb),David Dvořák,def,Juancamilo Ronderos,SUB,Submission (rear-naked choke),1.0,2:18,138.0,False,0,1276.2109722708394,1200.0,0.0,1315.6395951509232,1164.9086660020614,89.50742099620857,3.0
6030,6158,/wiki/UFC_Fight_Night:_Font_vs._Garbrandt,2021-05-22,Lightweight,Damir Ismagulov,def,Rafael Alves,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1310.416250955341,1200.0,0.0,1342.9368345079565,1172.6950909537609,78.86116387331151,4.0
6031,6159,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Heavyweight,Jairzinho Rozenstruik,def,Augusto Sakai,TKO,TKO (punches),1.0,4:59,299.0,False,0,1389.5570908277232,1333.8396556992411,0.0,1422.7548664207236,1300.6418801062407,78.94898435197805,1.0
6032,6160,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Heavyweight,Marcin Tybura,def,Walt Harris,TKO,TKO (punches),1.0,4:06,246.0,False,0,1378.8311174111586,1270.7417600056224,0.0,1415.180440845897,1241.9496912499767,82.43299448574561,5.0
6033,6161,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Middleweight,Roman Dolidze,def,Laureano Staropoli,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1231.6268077605746,1205.8653267931463,0.0,1268.1492817139479,1169.342852839773,78.88324831171828,1.0
6034,6162,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Welterweight,Santiago Ponzinibbio,def,Miguel Baeza,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1486.195595656468,1330.355792811352,3.0,1509.0441040456692,1307.5072844221509,78.88324831171828,1.0
6035,6163,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Middleweight,Gregory Rodrigues,def,Duško Todorović,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1200.0,1190.0343900988632,0.0,1238.310617150403,1151.7237729484602,78.88324831171828,1.0
6036,6164,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Women’s Flyweight,Montana De La Rosa,def,Ariane Lipski,TKO,TKO (punches),2.0,4:27,267.0,False,0,1257.5775332518656,1190.431662825172,0.0,1289.490119679308,1158.5190763977296,78.88324831171828,1.0
6037,6165,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Heavyweight,Ilir Latifi,def,Tanner Boser,DECISION,"Decision (split) (29–28, 27–29, 29–28)",3.0,5:00,300.0,False,0,1281.8266277829327,1241.5471007857418,0.0,1314.131612628286,1209.2421159403887,73.04004473307248,1.0
6038,6166,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Welterweight,Muslim Salikhov,def,Francisco Trinaldo,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1384.0052084745173,1467.2830453842082,3.0,1445.51121337102,1418.5645286546019,78.88324831171828,5.0
6039,6167,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Featherweight,Kamuela Kirk,def,Makwan Amirkhani,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1200.0,1294.8471056521264,0.0,1249.9491337496963,1244.89797190243,78.88324831171828,1.0
6040,6168,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Lightweight,Alan Patrick,vs,Mason Jones,NC,No Contest (accidental eye poke),2.0,2:14,134.0,False,0,1258.6264295327996,1163.0309066196896,0.0,1248.8242108690058,1172.8331252834835,73.04004473307248,0.0
6041,6169,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Women’s Flyweight,Manon Fiorot,def,Tabatha Ricci,TKO,TKO (punches),2.0,3:00,180.0,False,0,1239.3344876385038,1200.0,0.0,1276.4294742167983,1165.0047296431185,78.88324831171828,2.0
6042,6170,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Featherweight,Sean Woodson,def,Youssef Zalal,DECISION,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,300.0,False,0,1176.7381971826,1208.473321627282,0.0,1216.5847498860471,1168.626768923835,73.04004473307248,1.0
6043,6171,/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2021-06-05,Lightweight,Claudio Puelles,def,Jordan Leavitt,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1240.7572618926556,1266.232947285865,1.0,1288.317571237517,1223.9044412829624,78.88324831171828,3.0
6044,6172,/wiki/UFC_263,2021-06-12,Middleweight,Israel Adesanya,def,Marvin Vettori,UD,"Decision (unanimous) (50–45, 50–45, 50–45)",5.0,5:00,300.0,True,0,1626.1559978902178,1455.8204606441454,5.0,1649.8294342633942,1432.147024270969,86.78372213503006,1.0
6045,6173,/wiki/UFC_263,2021-06-12,Flyweight,Brandon Moreno,def,Deiveson Figueiredo,SUB,Submission (rear-naked choke),3.0,2:26,146.0,False,0,1397.8660225323677,1531.0202345273465,0.0,1451.7321024525324,1477.1541546071817,78.89429285002733,1.0
6046,6174,/wiki/UFC_263,2021-06-12,Welterweight,Leon Edwards,def,Nate Diaz,UD,"Decision (unanimous) (49–46, 49–46, 49–46)",5.0,5:00,300.0,False,0,1569.4203691820942,1450.497052658949,0.0,1595.868922517416,1424.0484993236273,78.89429285002733,1.0
6047,6175,/wiki/UFC_263,2021-06-12,Welterweight,Belal Muhammad,def,Demian Maia,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1446.2366926754548,1481.2699458618445,0.0,1489.6480189850859,1437.8586195522134,78.89429285002733,1.0
6048,6176,/wiki/UFC_263,2021-06-12,Light Heavyweight,Paul Craig,def,Jamahal Hill,TKO,TKO (elbows and punches),1.0,1:59,119.0,False,0,1305.719546736628,1278.863179063896,1.0,1352.7926800304988,1236.9682580120352,90.7941820215731,3.0
6049,6177,/wiki/UFC_263,2021-06-12,Lightweight,Brad Riddell,def,Drew Dober,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1317.717848175794,1391.5967642495884,0.0,1374.5424510402986,1343.8857319338977,78.89429285002733,4.0
6050,6178,/wiki/UFC_263,2021-06-12,Light Heavyweight,Eryk Anders,def,Darren Stewart,UD,"Decision (unanimous) (29–28, 29–27, 29–27)",3.0,5:00,300.0,False,0,1254.916489345021,1252.723087621092,0.0,1294.1146046024762,1213.5249723636368,78.89429285002733,1.0
6051,6179,/wiki/UFC_263,2021-06-12,Women's Flyweight,Lauren Murphy,def,Joanne Calderwood,DECISION,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,300.0,False,0,1314.3450755294152,1265.4856292211887,1.0,1354.0149354835244,1234.0633845299992,73.0502711574327,5.0
6052,6180,/wiki/UFC_263,2021-06-12,Featherweight,Movsar Evloev,def,Hakeem Dawodu,UD,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,5:00,300.0,False,0,1369.1982155799415,1357.4672976038264,5.0,1417.318468232373,1319.3515504044226,78.89429285002733,5.0
6053,6181,/wiki/UFC_263,2021-06-12,Women's Bantamweight,Pannie Kianzad,def,Alexis Davis,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1267.4562973475497,1226.3706524118475,1.0,1308.9084028024172,1191.566665349652,78.89429285002733,4.0
6054,6182,/wiki/UFC_263,2021-06-12,Lightweight,Terrance Mckinney,def,Matt Frevola,KO,KO (punches),1.0,0:07,7.0,False,0,1200.0,1218.9244146911897,0.0,1262.2910057392087,1156.633408951981,118.15272607455096,1.0
6055,6183,/wiki/UFC_263,2021-06-12,Catchweight (148.5 lb),Steven Peterson,def,Chase Hooper,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1176.9893049798961,1228.7473209233704,1.0,1224.986698330789,1183.466761158377,78.89429285002733,2.0
6056,6184,/wiki/UFC_263,2021-06-12,Lightweight,Farès Ziam,def,Luigi Vendramini,MD,"Decision (majority) (29–28, 29–28, 28–28)",3.0,5:00,300.0,False,0,1204.9193298486582,1222.0867848734847,1.0,1245.547481362245,1183.7583400493463,73.0502711574327,2.0
6057,6185,/wiki/UFC_263,2021-06-12,Heavyweight,Carlos Felipe,def,Jake Collier,DECISION,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,300.0,False,0,1242.7378235031588,1195.8000161101922,1.0,1278.2665840366808,1164.1795457172393,73.0502711574327,3.0
6058,6186,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Featherweight,Chan Sung Jung,def,Dan Ige,UD,"Decision (unanimous) (48–47, 49–46, 49–46)",5.0,5:00,300.0,False,0,1393.732665260049,1434.893857079772,1.0,1437.8376037577775,1390.7889185820436,78.90533893469544,1.0
6059,6187,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Heavyweight,Serghei Spivac,def,Aleksei Oleinik,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1249.4065192638934,1278.8205131562627,0.0,1297.479505347183,1236.035726681281,78.90533893469544,3.0
6060,6188,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Bantamweight,Marlon Vera,def,Davey Grant,UD,"Decision (unanimous) (29–27, 29–28, 30–26)",3.0,5:00,300.0,False,0,1361.1788440624468,1282.095550291428,3.0,1391.8032390694289,1251.471155284446,78.90533893469544,1.0
6061,6189,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Featherweight,Seung Woo Choi,def,Julian Erosa,TKO,TKO (punches),1.0,1:37,97.0,False,0,1220.5104869566262,1187.2504794589822,2.0,1267.3921041564413,1145.5260070490365,92.25349210448141,3.0
6062,6190,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Middleweight,Bruno Silva,def,Wellington Turman,KO,KO (punches),1.0,4:45,285.0,False,0,1200.0,1164.651000886994,0.0,1243.2076682069755,1121.4433326800186,96.16588182666005,1.0
6063,6191,/wiki/UFC_on_ESPN:_The_Korean_Zombie_vs._Ige,2021-06-19,Welterweight,Matt Brown,def,Dhiego Lima,KO,KO (punch),2.0,3:02,182.0,False,0,1290.0239448321597,1220.5467187350441,0.0,1328.141347882529,1182.4293156846747,94.97864871768896,1.0
