Name,Elo
Sean Alvarez,{'elo': 1162.0359490161518, 'winStreak': 0}
Brian Johnston,{'elo': 1162.0037400585638, 'winStreak': 0}
Derrick Noble,{'elo': 1161.9450900438624, 'winStreak': 0}
Lodune Sincaid,{'elo': 1161.940593405054, 'winStreak': 0}
Austin Lingo,{'elo': 1161.9065690143696, 'winStreak': 0}
Delson Heleno,{'elo': 1161.8538779936778, 'winStreak': 0}
Keith Berish,{'elo': 1161.8303238807177, 'winStreak': 0}
Patrick Cummins,{'elo': 1161.8128350350935, 'winStreak': 0}
Kamuela Kirk,{'elo': 1161.7597430268058, 'winStreak': 0}
Ryan Madigan,{'elo': 1161.7549926988563, 'winStreak': 0}
Stewart Nicoll,{'elo': 1161.7521892548268, 'winStreak': 0}
Justin Salas,{'elo': 1161.6821933141364, 'winStreak': 0}
Ozzy Diaz,{'elo': 1161.6783334582335, 'winStreak': 0}
James Mulheron,{'elo': 1161.6627723538177, 'winStreak': 0}
Heather Jo Clark,{'elo': 1161.6515048081553, 'winStreak': 0}
Felipe Arantes,{'elo': 1161.6465183075968, 'winStreak': 0}
Hyun Gyu Lim,{'elo': 1161.6098299283683, 'winStreak': 0}
Ariel Beck,{'elo': 1161.5568143912053, 'winStreak': 0}
Rafael Alves,{'elo': 1161.5209275895018, 'winStreak': 0}
Issei Tamura,{'elo': 1161.4900207345086, 'winStreak': 0}
Cm Punk,{'elo': 1161.4800698020504, 'winStreak': 0}
Frank Lester,{'elo': 1161.4483324133125, 'winStreak': 0}
Jay Cucciniello,{'elo': 1161.3896067153814, 'winStreak': 0}
Chris Saunders,{'elo': 1161.3167216023026, 'winStreak': 0}
Alex Gorgees,{'elo': 1161.274374981064, 'winStreak': 0}
Zach Light,{'elo': 1161.2224984213185, 'winStreak': 0}
John Matua,{'elo': 1161.1485574596572, 'winStreak': 0}
Duda Santana,{'elo': 1161.13393276703, 'winStreak': 0}
Will Brooks,{'elo': 1161.1226631474042, 'winStreak': 0}
Roger Zapata,{'elo': 1161.0625608584858, 'winStreak': 0}
David Michaud,{'elo': 1161.0233734121582, 'winStreak': 0}
Steven Lynch,{'elo': 1161.0184470589188, 'winStreak': 0}
Pete Rodriguez,{'elo': 1160.971728050897, 'winStreak': 0}
Nick Pace,{'elo': 1160.907130652654, 'winStreak': 0}
Paul Herrera,{'elo': 1160.8858162876902, 'winStreak': 0}
Kit Cope,{'elo': 1160.8793371402785, 'winStreak': 0}
Walel Watson,{'elo': 1160.860780048961, 'winStreak': 0}
Brendon Marotte,{'elo': 1160.850172978491, 'winStreak': 0}
Aj Dobson,{'elo': 1160.827478170489, 'winStreak': 0}
Carlo Pedersoli Jr.,{'elo': 1160.6849816942124, 'winStreak': 0}
Rob Macdonald,{'elo': 1160.655546545803, 'winStreak': 0}
Vince Cachero,{'elo': 1160.635606489039, 'winStreak': 0}
Scott Junk,{'elo': 1160.6207813940182, 'winStreak': 0}
Bruno Silva,{'elo': 1160.5151204106687, 'winStreak': 0}
Michal Figlak,{'elo': 1160.4830042640478, 'winStreak': 0}
Ivan Erslan,{'elo': 1160.389169174729, 'winStreak': 0}
Allen Berube,{'elo': 1160.319228634889, 'winStreak': 0}
Matt Hobar,{'elo': 1160.2931507941173, 'winStreak': 0}
Ivana Petrović,{'elo': 1160.2866010644757, 'winStreak': 0}
Maciej Jewtuszko,{'elo': 1160.2777010445152, 'winStreak': 0}
Klaudia Syguła,{'elo': 1160.2446742804386, 'winStreak': 0}
Cory Walmsley,{'elo': 1160.2272865446619, 'winStreak': 0}
Darrick Minner,{'elo': 1160.1991884363995, 'winStreak': 0}
Yan Cabral,{'elo': 1160.167620385499, 'winStreak': 0}
Bharat Kandare,{'elo': 1160.1520130120623, 'winStreak': 0}
Steven Koslow,{'elo': 1160.1197258313641, 'winStreak': 0}
Efrain Escudero,{'elo': 1160.1131072451897, 'winStreak': 0}
Carlos Mota,{'elo': 1160.0906123211682, 'winStreak': 0}
Choi Seung-Guk,{'elo': 1160.075034454881, 'winStreak': 0}
Hailey Cowan,{'elo': 1160.0079034672128, 'winStreak': 0}
Kevin Casey,{'elo': 1159.9724944023826, 'winStreak': 0}
Polo Reyes,{'elo': 1159.9443913566574, 'winStreak': 0}
Marco Beltrán,{'elo': 1159.890080349968, 'winStreak': 0}
Jimmy Quinlan,{'elo': 1159.8017213205571, 'winStreak': 0}
Geraldo De Freitas,{'elo': 1159.7364325060378, 'winStreak': 0}
Pedro Falcão,{'elo': 1159.7326117611226, 'winStreak': 0}
Jorge Lopez,{'elo': 1159.6826973443042, 'winStreak': 0}
Jesse Lennox,{'elo': 1159.6310813011123, 'winStreak': 0}
Danielle Taylor,{'elo': 1159.622141160004, 'winStreak': 0}
Robert Valentin,{'elo': 1159.6197039478002, 'winStreak': 0}
Žygimantas Ramaška,{'elo': 1159.6083957687522, 'winStreak': 0}
Stanislav Nedkov,{'elo': 1159.592643965187, 'winStreak': 0}
Cynthia Calvillo,{'elo': 1159.5596599652588, 'winStreak': 0}
Baergeng Jieleyisi,{'elo': 1159.5461441542777, 'winStreak': 0}
Jose Ochoa,{'elo': 1159.5461441542777, 'winStreak': 0}
Ernest Chavez,{'elo': 1159.528520585687, 'winStreak': 0}
Adam Cella,{'elo': 1159.4667330532902, 'winStreak': 0}
Genaro Valdèz,{'elo': 1159.3751908100312, 'winStreak': 0}
Austin Hubbard,{'elo': 1159.3718573687954, 'winStreak': 0}
Ian Loveland,{'elo': 1159.3585729958334, 'winStreak': 0}
Jermaine Andre,{'elo': 1159.3465630912926, 'winStreak': 0}
Maia Stevenson,{'elo': 1159.262183663182, 'winStreak': 0}
Lewis Gonzalez,{'elo': 1159.2573389545867, 'winStreak': 0}
James Mcsweeney,{'elo': 1159.1516497802754, 'winStreak': 0}
Aaron Brink,{'elo': 1159.1254355681458, 'winStreak': 0}
Josh Rafferty,{'elo': 1159.1073144797203, 'winStreak': 0}
Stephanie Egger,{'elo': 1159.0193042472133, 'winStreak': 0}
Jesse Sanders,{'elo': 1158.9970527349724, 'winStreak': 0}
Jason Thacker,{'elo': 1158.9612691742907, 'winStreak': 0}
Nyamjargal Tumendemberel,{'elo': 1158.9242511656853, 'winStreak': 0}
Trevin Giles,{'elo': 1158.8633186262205, 'winStreak': 0}
Felipe Silva,{'elo': 1158.7855046131983, 'winStreak': 0}
Mandy Böhm,{'elo': 1158.7367092880038, 'winStreak': 1}
Jimmy Flick,{'elo': 1158.719513702535, 'winStreak': 0}
Cortavious Romious,{'elo': 1158.679622283774, 'winStreak': 0}
Chris Liguori,{'elo': 1158.645238516991, 'winStreak': 0}
Shunichi Shimizu,{'elo': 1158.6074548518832, 'winStreak': 0}
Guilherme Vasconcelos,{'elo': 1158.5915121190985, 'winStreak': 0}
Justin Frazier,{'elo': 1158.5652386699146, 'winStreak': 0}
Kristian Rothaermel,{'elo': 1158.5650458375335, 'winStreak': 0}
Richie Smullen,{'elo': 1158.5581778745093, 'winStreak': 0}
Cale Yarbrough,{'elo': 1158.5353559934558, 'winStreak': 0}
Daron Cruickshank,{'elo': 1158.4422106994596, 'winStreak': 0}
Jason Von Flue,{'elo': 1158.436899760711, 'winStreak': 0}
Cole Miller,{'elo': 1158.40332548431, 'winStreak': 0}
Paul Georgieff,{'elo': 1158.3753014193937, 'winStreak': 0}
José Daniel Medina,{'elo': 1158.2663823681899, 'winStreak': 0}
Christian Wellisch,{'elo': 1158.2663568551154, 'winStreak': 0}
Justine Kish,{'elo': 1158.2100805246355, 'winStreak': 0}
Ricky Glenn,{'elo': 1158.1915336099892, 'winStreak': 0}
Billy Miles,{'elo': 1158.1846092089045, 'winStreak': 0}
Nicolle Caliari,{'elo': 1158.1774390295695, 'winStreak': 0}
Max Rohskopf,{'elo': 1158.1698879446742, 'winStreak': 0}
Aaron Wilkinson,{'elo': 1158.0832040311384, 'winStreak': 0}
Dan Miller,{'elo': 1157.9521753367544, 'winStreak': 0}
Tim Mckenzie,{'elo': 1157.9015257253611, 'winStreak': 0}
Anistavio Medeiros,{'elo': 1157.8822478574264, 'winStreak': 0}
Eddie Mendez,{'elo': 1157.8344191550568, 'winStreak': 0}
C.J. Vergara,{'elo': 1157.7572665766793, 'winStreak': 0}
Polyana Viana,{'elo': 1157.6954690575676, 'winStreak': 0}
Rodrigo Damm,{'elo': 1157.6588847178346, 'winStreak': 0}
Alex Soto,{'elo': 1157.6318578749042, 'winStreak': 0}
Jules Bruchez,{'elo': 1157.603138223007, 'winStreak': 0}
Andy Wang,{'elo': 1157.553112964425, 'winStreak': 0}
Gabriel Green,{'elo': 1157.5289104583385, 'winStreak': 0}
C.J. Keith,{'elo': 1157.479426878463, 'winStreak': 0}
Mario Neto,{'elo': 1157.3578219371661, 'winStreak': 0}
Roland Payne,{'elo': 1157.311512636005, 'winStreak': 0}
Akira Corassani,{'elo': 1157.1935339605875, 'winStreak': 0}
Vincent Cachero,{'elo': 1157.111086648767, 'winStreak': 0}
Eldo Dias Xavier,{'elo': 1157.0735012953087, 'winStreak': 0}
Marcin Held,{'elo': 1157.0386712008071, 'winStreak': 1}
Warlley Alves,{'elo': 1157.0223640286906, 'winStreak': 0}
Trevor Peek,{'elo': 1156.8644410083552, 'winStreak': 0}
Luke Sanders,{'elo': 1156.850444903319, 'winStreak': 0}
Neil Grove,{'elo': 1156.8226150262665, 'winStreak': 0}
Tony Petarra,{'elo': 1156.819607380843, 'winStreak': 0}
Jordan Vucenic,{'elo': 1156.7083450306475, 'winStreak': 0}
Gabriel Miranda,{'elo': 1156.7080309428775, 'winStreak': 0}
Khusein Askhabov,{'elo': 1156.503828276166, 'winStreak': 0}
Maria De Oliveira Neta,{'elo': 1156.4773250487574, 'winStreak': 0}
Chris Sanford,{'elo': 1156.437930841591, 'winStreak': 0}
Dale Hartt,{'elo': 1156.3511958092083, 'winStreak': 0}
Marcus Jones,{'elo': 1156.3490916190585, 'winStreak': 0}
Felipe Olivieri,{'elo': 1156.3349076338695, 'winStreak': 0}
Trevor Smith,{'elo': 1156.2866321095341, 'winStreak': 0}
A.J. Dobson,{'elo': 1156.1459355627667, 'winStreak': 0}
Cameron Dollar,{'elo': 1156.1095791568305, 'winStreak': 0}
Angel Pacheco,{'elo': 1156.0375510404324, 'winStreak': 0}
Dorian Price,{'elo': 1156.0104471521026, 'winStreak': 0}
Per Eklund,{'elo': 1155.94108902283, 'winStreak': 0}
Luis Pajuelo,{'elo': 1155.9391304424414, 'winStreak': 0}
Michel Batista,{'elo': 1155.9190934759372, 'winStreak': 0}
Marcos Vinicius,{'elo': 1155.8544520404996, 'winStreak': 0}
Poliana Botelho,{'elo': 1155.81040011338, 'winStreak': 0}
Christina Marks,{'elo': 1155.7903365498862, 'winStreak': 0}
Ryan Roberts,{'elo': 1155.6993063542, 'winStreak': 0}
Daniel Da Silva,{'elo': 1155.6640550044883, 'winStreak': 0}
Brendan Marotte,{'elo': 1155.5675197299888, 'winStreak': 0}
Jason Brilz,{'elo': 1155.3721904615625, 'winStreak': 0}
Cyrille Diabaté,{'elo': 1155.3489392543772, 'winStreak': 0}
Manuel Rodriguez,{'elo': 1155.2611973172638, 'winStreak': 0}
Karine Gevorgyan,{'elo': 1155.1496167897396, 'winStreak': 0}
Nandor Guelmino,{'elo': 1155.1221493137436, 'winStreak': 0}
Raffael Cerqueira,{'elo': 1155.11231805964, 'winStreak': 0}
Robelis Despaigne,{'elo': 1155.0302302077355, 'winStreak': 0}
Francisco Rivera,{'elo': 1155.0213971561514, 'winStreak': 0}
Zarah Fairn Dos Santos,{'elo': 1155.009088923454, 'winStreak': 0}
Milana Dudieva,{'elo': 1154.977596472029, 'winStreak': 0}
Júnior Assunção,{'elo': 1154.9372337829145, 'winStreak': 0}
Mario Miranda,{'elo': 1154.8750420072838, 'winStreak': 0}
Eric Wisely,{'elo': 1154.849707746294, 'winStreak': 0}
Antônio Silva,{'elo': 1154.7839804323094, 'winStreak': 0}
Zhang Tiequan,{'elo': 1154.7823868064934, 'winStreak': 0}
Brian Geraghty,{'elo': 1154.7195619388128, 'winStreak': 0}
Bentley Syler,{'elo': 1154.629392702228, 'winStreak': 0}
Héctor Urbina,{'elo': 1154.5978600347314, 'winStreak': 0}
Richard Walsh,{'elo': 1154.5057995005977, 'winStreak': 0}
Francisco Treviño,{'elo': 1154.422814194466, 'winStreak': 0}
Kyle Daukaus,{'elo': 1154.3969313964358, 'winStreak': 0}
Joshua Weems,{'elo': 1154.3845125379141, 'winStreak': 0}
Magomed Bibulatov,{'elo': 1154.3374671149463, 'winStreak': 0}
George Sullivan,{'elo': 1154.304213171232, 'winStreak': 0}
Carli Judice,{'elo': 1154.2249628582213, 'winStreak': 0}
Katsunori Kikuno,{'elo': 1154.1371780884729, 'winStreak': 0}
Bubba Bush,{'elo': 1154.0927309496806, 'winStreak': 0}
Craig White,{'elo': 1154.0847830721289, 'winStreak': 0}
Robert Bryczek,{'elo': 1153.8337205679725, 'winStreak': 0}
Kim Ji-Yeon,{'elo': 1153.830625145475, 'winStreak': 0}
Sean Sharaf,{'elo': 1153.805622214133, 'winStreak': 0}
Vernon Ramos,{'elo': 1153.599875208518, 'winStreak': 0}
Gerald Strebendt,{'elo': 1153.5863602909606, 'winStreak': 0}
Sherman Pendergarst,{'elo': 1153.5746635675787, 'winStreak': 0}
James Moontasri,{'elo': 1153.5633550076038, 'winStreak': 0}
Héctor Lombard,{'elo': 1153.533422340553, 'winStreak': 0}
Michał Figlak,{'elo': 1153.4642051076908, 'winStreak': 0}
Sabina Mazo,{'elo': 1153.294926949505, 'winStreak': 0}
Isabella De Pádua,{'elo': 1153.261793986366, 'winStreak': 0}
Johnny Bedford,{'elo': 1153.1693376453047, 'winStreak': 0}
Juliana Miller,{'elo': 1153.1336237259977, 'winStreak': 0}
Mike Breeden,{'elo': 1153.1272630033118, 'winStreak': 1}
James Lee,{'elo': 1153.1061877469447, 'winStreak': 0}
Mike De La Torre,{'elo': 1153.084453865859, 'winStreak': 0}
Damarques Johnson,{'elo': 1152.9389580816096, 'winStreak': 0}
Charlie Valencia,{'elo': 1152.8389710363467, 'winStreak': 0}
Solomon Hutcherson,{'elo': 1152.733599279928, 'winStreak': 0}
Orion Cosce,{'elo': 1152.5659735263284, 'winStreak': 0}
William Knight,{'elo': 1152.5012029303814, 'winStreak': 0}
Claudio Ribeiro,{'elo': 1152.4523687581377, 'winStreak': 0}
Justin Scoggins,{'elo': 1151.9674067840022, 'winStreak': 0}
Corey Hill,{'elo': 1151.9460735728712, 'winStreak': 0}
Jake Ellenberger,{'elo': 1151.936602975528, 'winStreak': 0}
Chad Anheliger,{'elo': 1151.7292289662446, 'winStreak': 0}
Isaac Vallie-Flagg,{'elo': 1151.724769959688, 'winStreak': 0}
Kai Kamaka Iii,{'elo': 1151.6747192461876, 'winStreak': 0}
Adam Milstead,{'elo': 1151.6620065901188, 'winStreak': 0}
Filip Pejić,{'elo': 1151.6553480013154, 'winStreak': 0}
Genaro Valdéz,{'elo': 1151.5577404345943, 'winStreak': 0}
Abdul-Kareem Al-Selwady,{'elo': 1151.550795671883, 'winStreak': 0}
Lucio Linhares,{'elo': 1151.531682702616, 'winStreak': 0}
Kron Gracie,{'elo': 1151.518033709549, 'winStreak': 0}
Steven Nguyen,{'elo': 1151.440675516524, 'winStreak': 0}
Eugene Jackson,{'elo': 1151.410320833783, 'winStreak': 0}
Bobby Moffett,{'elo': 1151.4092974684593, 'winStreak': 0}
Brendson Ribeiro,{'elo': 1151.401743419033, 'winStreak': 1}
Kaan Ofli,{'elo': 1151.394088085315, 'winStreak': 0}
Kamal Shalorus,{'elo': 1151.3630295744922, 'winStreak': 0}
Feng Xiaocan,{'elo': 1151.3055438894085, 'winStreak': 0}
Russell Doane,{'elo': 1151.2982107549599, 'winStreak': 0}
Renan Barão,{'elo': 1151.211101019323, 'winStreak': 0}
Genaro Valdez,{'elo': 1151.1179737285065, 'winStreak': 0}
Omar Morales,{'elo': 1150.9797529788655, 'winStreak': 0}
Brandon Thatch,{'elo': 1150.8608175179077, 'winStreak': 0}
David Zawada,{'elo': 1150.8229226772287, 'winStreak': 0}
Jason Dent,{'elo': 1150.7635680670712, 'winStreak': 0}
Vince Morales,{'elo': 1150.7234453883787, 'winStreak': 0}
Keith Jardine,{'elo': 1150.5233658161978, 'winStreak': 0}
Connor Matthews,{'elo': 1150.5001478785439, 'winStreak': 0}
Derrick Krantz,{'elo': 1150.4523246233414, 'winStreak': 0}
Yui Chul Nam,{'elo': 1150.415574713242, 'winStreak': 0}
George Roop,{'elo': 1150.3628484483845, 'winStreak': 0}
Gabriel Benítez,{'elo': 1150.3176949819613, 'winStreak': 0}
Martin Sano Jr.,{'elo': 1150.2663171499692, 'winStreak': 0}
Jamie Moyle,{'elo': 1150.1597847075645, 'winStreak': 0}
Eric Shelton,{'elo': 1150.0914451866008, 'winStreak': 0}
Lando Vannata,{'elo': 1150.0309828858144, 'winStreak': 0}
André Fialho,{'elo': 1149.9104564392046, 'winStreak': 0}
Sung Bin Jo,{'elo': 1149.889465329906, 'winStreak': 0}
Kevin Burns,{'elo': 1149.708385531549, 'winStreak': 0}
Rick Davis,{'elo': 1149.5608285984902, 'winStreak': 0}
James Te Huna,{'elo': 1149.4048647762456, 'winStreak': 0}
Christophe Leininger,{'elo': 1149.388110900334, 'winStreak': 0}
Simeon Thoresen,{'elo': 1149.3465577047064, 'winStreak': 0}
Braxton Smith,{'elo': 1149.329843808509, 'winStreak': 0}
Rolando Delgado,{'elo': 1149.321074540389, 'winStreak': 0}
Chris Wilson,{'elo': 1149.3118169024435, 'winStreak': 0}
Devin Powell,{'elo': 1149.2721073951268, 'winStreak': 0}
Jack Marshman,{'elo': 1149.259698987274, 'winStreak': 0}
Bobby Hoffman,{'elo': 1149.2099222212057, 'winStreak': 0}
Alex Da Silva Coelho,{'elo': 1149.1460799696408, 'winStreak': 0}
Goran Reljic,{'elo': 1149.1035273079874, 'winStreak': 0}
Kyle Kingsbury,{'elo': 1148.9972639612351, 'winStreak': 0}
Manolo Zecchini,{'elo': 1148.9649460802011, 'winStreak': 0}
Masio Fullen,{'elo': 1148.8313851961502, 'winStreak': 0}
Ryo Chonan,{'elo': 1148.7368098117083, 'winStreak': 0}
Marcin Prachnio,{'elo': 1148.5944366203032, 'winStreak': 0}
Toshiomi Kazama,{'elo': 1148.5914890077484, 'winStreak': 1}
Jorge Gurgel,{'elo': 1148.5257058804057, 'winStreak': 0}
Cyril Asker,{'elo': 1148.3623837364316, 'winStreak': 0}
Blake Bilder,{'elo': 1148.3538970979725, 'winStreak': 0}
Mike Easton,{'elo': 1148.347604271342, 'winStreak': 0}
Yoshihiro Akiyama,{'elo': 1148.3301028515737, 'winStreak': 0}
Niklas Bäckström,{'elo': 1148.3211789008244, 'winStreak': 0}
Papy Abedi,{'elo': 1148.3089839821307, 'winStreak': 0}
Misha Cirkunov,{'elo': 1148.3055899588971, 'winStreak': 0}
Mike Pyle,{'elo': 1148.1703843695707, 'winStreak': 0}
Nate Mohr,{'elo': 1148.1075972641274, 'winStreak': 0}
Alex Schoenauer,{'elo': 1147.9645985839827, 'winStreak': 0}
Tom Blackledge,{'elo': 1147.8416783996743, 'winStreak': 0}
Reese Andy,{'elo': 1147.7355400958538, 'winStreak': 0}
Alex Nicholson,{'elo': 1147.6208125674984, 'winStreak': 0}
Marcus Aurélio,{'elo': 1147.5296804856982, 'winStreak': 0}
Jonathan Brookins,{'elo': 1147.5277775094453, 'winStreak': 0}
Andre Winner,{'elo': 1147.4984815049954, 'winStreak': 0}
Elizabeth Phillips,{'elo': 1147.275170997846, 'winStreak': 0}
Bart Palaszewski,{'elo': 1147.184479961966, 'winStreak': 0}
Parker Porter,{'elo': 1146.9631813824205, 'winStreak': 0}
Fredson Paixão,{'elo': 1146.906406461615, 'winStreak': 0}
Seung Woo Choi,{'elo': 1146.78373981285, 'winStreak': 0}
Carlos Huachin,{'elo': 1146.7552133147626, 'winStreak': 0}
Mehdi Baghdad,{'elo': 1146.754209747942, 'winStreak': 0}
Cortney Casey,{'elo': 1146.72479173049, 'winStreak': 0}
Moti Horenstein,{'elo': 1146.6056937258102, 'winStreak': 0}
Abu Azaitar,{'elo': 1146.5536149451466, 'winStreak': 0}
Artem Lobov,{'elo': 1146.4476354718945, 'winStreak': 0}
Geane Herrera,{'elo': 1146.3423256523497, 'winStreak': 0}
T.J. Brown,{'elo': 1146.1289740556706, 'winStreak': 0}
Frankie Perez,{'elo': 1145.9992055450994, 'winStreak': 0}
Felipe Colares,{'elo': 1145.9165992845587, 'winStreak': 0}
Chris Beal,{'elo': 1145.9127379154936, 'winStreak': 0}
Maria Oliveira,{'elo': 1145.8467500607603, 'winStreak': 0}
Rob Kimmons,{'elo': 1145.6662577918933, 'winStreak': 0}
Ivan Serati,{'elo': 1145.5760106230202, 'winStreak': 0}
Frank Trigg,{'elo': 1145.5027166680466, 'winStreak': 0}
Kiru Singh Sahota,{'elo': 1145.4622091561373, 'winStreak': 0}
Danny Chavez,{'elo': 1145.3368143829903, 'winStreak': 0}
Kleydson Rodrigues,{'elo': 1145.1931677921264, 'winStreak': 0}
Manny Gamburyan,{'elo': 1145.0200147205185, 'winStreak': 0}
Roosevelt Roberts,{'elo': 1145.0031578606488, 'winStreak': 0}
Daniel Sarafian,{'elo': 1144.662715041398, 'winStreak': 0}
Mac Danzig,{'elo': 1144.617341042918, 'winStreak': 0}
Vanessa Melo,{'elo': 1144.5512670209162, 'winStreak': 1}
Amar Suloev,{'elo': 1144.391411108076, 'winStreak': 0}
Chris Cope,{'elo': 1144.3622583744936, 'winStreak': 0}
Erick Montaño,{'elo': 1144.2461357998586, 'winStreak': 0}
Leonardo Mafra,{'elo': 1144.127589261373, 'winStreak': 0}
Sasha Palatnikov,{'elo': 1144.0674868342605, 'winStreak': 0}
Jared Gooden,{'elo': 1143.8871929318316, 'winStreak': 0}
Callan Potter,{'elo': 1143.7862891502946, 'winStreak': 0}
Saparbek Safarov,{'elo': 1143.78609165659, 'winStreak': 0}
Akbarh Arreola,{'elo': 1143.6372579929355, 'winStreak': 0}
Bethe Correia,{'elo': 1143.4987574036647, 'winStreak': 0}
Hatsu Hioki,{'elo': 1143.4545109122218, 'winStreak': 0}
Kurt Holobaugh,{'elo': 1143.4426036828718, 'winStreak': 1}
Danny Martinez,{'elo': 1143.03243236189, 'winStreak': 1}
T.J. O'Brien,{'elo': 1142.9143538823262, 'winStreak': 0}
Ottman Azaitar,{'elo': 1142.7496620971206, 'winStreak': 0}
Clay Collard,{'elo': 1142.6884000091363, 'winStreak': 0}
Martin Bravo,{'elo': 1142.4276840076118, 'winStreak': 0}
Jason Novelli,{'elo': 1142.2581694529642, 'winStreak': 0}
Alberto Crane,{'elo': 1142.1802624143224, 'winStreak': 0}
Louis Gaudinot,{'elo': 1142.1290817240342, 'winStreak': 0}
Steven Peterson,{'elo': 1141.9191947418387, 'winStreak': 0}
Townsend Saunders,{'elo': 1141.792574324932, 'winStreak': 0}
Roger Hollett,{'elo': 1141.7198320372318, 'winStreak': 0}
Steve Berger,{'elo': 1141.7193992469115, 'winStreak': 0}
Scott Askham,{'elo': 1141.6343585448055, 'winStreak': 0}
Herbert Burns,{'elo': 1141.6132727708107, 'winStreak': 0}
Darrell Horcher,{'elo': 1141.6089245715364, 'winStreak': 0}
Kevin Aguilar,{'elo': 1141.3994236354583, 'winStreak': 0}
Rafael Cavalcante,{'elo': 1141.3477664179625, 'winStreak': 0}
Oskar Piechota,{'elo': 1141.2871840050657, 'winStreak': 0}
Jung Da-Un,{'elo': 1141.2082220664768, 'winStreak': 0}
Piotr Hallmann,{'elo': 1141.1183191953555, 'winStreak': 0}
John Allan,{'elo': 1141.115662326963, 'winStreak': 0}
Hans Stringer,{'elo': 1141.1125028303475, 'winStreak': 0}
Larry Cureton,{'elo': 1141.1037739007697, 'winStreak': 0}
Koji Oishi,{'elo': 1141.087282915951, 'winStreak': 0}
Matt Dwyer,{'elo': 1141.0341004527984, 'winStreak': 0}
Pete Williams,{'elo': 1140.9941604261676, 'winStreak': 0}
Victoria Dudakova,{'elo': 1140.963003238304, 'winStreak': 0}
Clay Harvison,{'elo': 1140.754531140726, 'winStreak': 0}
Ray Rodriguez,{'elo': 1140.7417551948804, 'winStreak': 0}
Sam Sicilia,{'elo': 1140.675541592455, 'winStreak': 0}
Martín Bravo,{'elo': 1140.6217336820803, 'winStreak': 0}
Steve Lopez,{'elo': 1140.6106845043448, 'winStreak': 0}
Alvin Robinson,{'elo': 1140.3412435726877, 'winStreak': 0}
Édgar Cháirez,{'elo': 1140.1713671947175, 'winStreak': 0}
Phil Hawes,{'elo': 1140.1282298353885, 'winStreak': 0}
Justin Eilers,{'elo': 1140.1260163570055, 'winStreak': 0}
Stefan Sekulić,{'elo': 1140.0400551795888, 'winStreak': 0}
Ivan Menjivar,{'elo': 1140.0206051801492, 'winStreak': 0}
Nohelin Hernandez,{'elo': 1139.9775615342883, 'winStreak': 0}
Sean Spencer,{'elo': 1139.69282255316, 'winStreak': 0}
Ben Saunders,{'elo': 1139.567613827173, 'winStreak': 0}
Jarno Errens,{'elo': 1139.5028808819577, 'winStreak': 0}
Ricky Turcios,{'elo': 1139.4671547169926, 'winStreak': 0}
Kazuhiro Nakamura,{'elo': 1139.4629366152972, 'winStreak': 0}
Kyle Bradley,{'elo': 1139.333669961812, 'winStreak': 0}
James Irvin,{'elo': 1139.3279280141955, 'winStreak': 0}
Eiji Mitsuoka,{'elo': 1139.2786601032221, 'winStreak': 0}
Karlos Vemola,{'elo': 1139.2258273869347, 'winStreak': 0}
Joey Beltran,{'elo': 1139.1369718864871, 'winStreak': 0}
Sarah Frota,{'elo': 1139.0551430672886, 'winStreak': 0}
Valeri Ignatov,{'elo': 1138.9652260949708, 'winStreak': 0}
Paul Bradley,{'elo': 1138.963415662381, 'winStreak': 0}
Josh Stansbury,{'elo': 1138.889764816279, 'winStreak': 0}
Jeremy Jackson,{'elo': 1138.8808723922214, 'winStreak': 0}
Ronny Markes,{'elo': 1138.7813561284327, 'winStreak': 0}
Quinn Mulhern,{'elo': 1138.7798302372717, 'winStreak': 0}
Karl Roberson,{'elo': 1138.7641632474833, 'winStreak': 0}
Don Shainis,{'elo': 1138.7313020352872, 'winStreak': 0}
Doug Evans,{'elo': 1138.688634041452, 'winStreak': 0}
Byron Bloodworth,{'elo': 1138.583740798283, 'winStreak': 0}
Yves Jabouin,{'elo': 1138.534341573604, 'winStreak': 0}
Bevon Lewis,{'elo': 1138.5126139051886, 'winStreak': 0}
Brad Scott,{'elo': 1138.450570301019, 'winStreak': 0}
Josh Copeland,{'elo': 1138.4365846314472, 'winStreak': 0}
Michael Mcbride,{'elo': 1138.4354543755492, 'winStreak': 0}
Rostem Akman,{'elo': 1138.3565992021897, 'winStreak': 0}
Trent Jenkins,{'elo': 1138.2072254443865, 'winStreak': 0}
Mats Nilsson,{'elo': 1138.1671195459235, 'winStreak': 0}
Antonio Mendes,{'elo': 1138.1175378751955, 'winStreak': 0}
Yves Edwards,{'elo': 1137.991895715673, 'winStreak': 0}
Willie Gates,{'elo': 1137.8960800541186, 'winStreak': 0}
Damian Stasiak,{'elo': 1137.8073997185647, 'winStreak': 0}
Cristian Quiñonez,{'elo': 1137.604818452857, 'winStreak': 0}
Yaotzin Meza,{'elo': 1137.5300906938055, 'winStreak': 0}
Josh Ferguson,{'elo': 1137.464684860033, 'winStreak': 0}
Carmelo Marrero,{'elo': 1137.4514784948037, 'winStreak': 0}
Amilcar Alves,{'elo': 1137.4447713404527, 'winStreak': 0}
Chris Fishgold,{'elo': 1137.3515009044552, 'winStreak': 0}
Josh Fremd,{'elo': 1137.3244256734615, 'winStreak': 0}
Yao Zhikui,{'elo': 1137.2729331949113, 'winStreak': 0}
